,ID,Input,Augment
129663,1835152074,@fungkeblakchik even worse,@fungkeblakchik still worse
606252,2222532631,"The science is against me today, three steps forward, two steps back and into a paddling pool full of piranhas. ","Science is against me today, three steps forward, two steps back and in a paddling pool full of piranhas."
29755,1563576123,"Just put my replacement Bezel on my 8900, and now I wish I would have bought the black instead of the silver! Bummer ","Simply put my replacement telescope on my 8900, and now I would have liked to buy black instead of money! Shame"
1582889,2190365429,Happy Tuesday world!,Happy Tuesday World!
1368780,2050677345,@olgakay http://twitpic.com/6prmc - Lookin' good! Have yourself some fun!,@OLGAKAY http://twitpic.com/6PRMC - Lookin 'good! Have fun!
1026708,1932327459,"@pitphyre Ree! I think I knw why,but there its a dead end dear! So no point in winking ","@pitphyre ree! I think I know why, but this is a dead end! So no need to wink"
741782,2266362483,@feliciaday But...I...don't have a dad to hug....  ...Maybe this should also be National Single Mother's Day too...,@Felicaaday but ... I ... I have no father to kiss .... ... Maybe it should also be the party of national mothers ...
893164,1691745792,bride wars was ah-mazing,The bride's wars were Ah-Mazing
257375,1984949665,i hope i get a nice sleep tonight unlike the last two nights where i have woke in pain,"I hope I sleep well tonight, unlike the last two nights when I woke up in pain"
1111081,1972163336,AHHH trailer for new moon will be shown at the mtv movie awards tomorrow,The Ahhh trailer for the new moon will be broadcast at the MTV Movie Awards tomorrow
1302957,2008850348,i loooooovemary queen of shops aha   seeinh jonas brothers soon LOL x,I looooooovemary queen of stores Aha Seeinh Jonas Frères soon lol x
1592792,2191808920,"@GeorgeZafiu u dont know but i was once a little dolphin, just like you. ","@Georgezafiu you don't know but I was once a little dolphin, just like you."
77407,1696207760,"I so gotta go to the dentist today, im just alittle worried about that darn NOVICAINE. ","I have to go to the dentist so much today, I am completely worried about this Novican Darn."
1023693,1883056957,"Ready for the long weekend...a little bit of relaxing w/ family, a little bit of packing, &amp; a little bit of going out with the girls ","Ready for the long weekend ... a little relaxation with family, a little packaging, & amplifier; A little outing with girls"
1246581,1995337763,im going to watch T.V and after this im going to sleep!  good night everyone  (L) see you all tomorrow,"I'll watch T.V and after that, I'm going to sleep! Good night to all (l) to all tomorrow"
1282779,2001874314,Starting the work for the day - with a coffee break!,Start work for the day - with a coffee break!
1200584,1985525122,mmmmmmmmmmmmmmmmmmmm  LMFAO- LA LA LA LA love that song,mmmmmmmmmmmmmmmmmmmm Lmfao- la la la love this song
695576,2253289026,cant find anything good to buy on ebay,I can't find anything good to buy on ebay
309360,2000887894,@surfnmusicexpo all the dog needs to do is bite. kitty is gonnahs. haha. wait dats sad,@surfnmucexpo all that the dog must do is bite. Kitty is Gonnahs. Haha. Wait for sad data
93600,1770718265,@kyuyeh i wish i had a janitor that hot,@Kyuyeh I would have liked to have such a hot concierge
212941,1974869457,Soooo Gutted Susan didn't win!  Diversity were good tho!,Soooo has video Susan has not won! The diversity was good!
1148201,1978175280,@jamycupcake dude...i've had half term as well..meant to have revised for a week of GCSE's...done fuck all,@jamycupcake guy ... I also have half a term ...
1275226,2001063598,@Willie_Day26 im excited to see it,@ Willie_Day26 I am delighted to see it
154365,1933159896,@Kibbygirl80 aww hun i totatally know how you feel!  we still havent paid may rent=/ we finally got the money order together,@ Kibbygirl80 Aww Hun I totally know what you feel! We have still not paid can rent = / we finally obtained the mandate together
689042,2251667686,fucking heart,fucking
754840,2288130918,att workk  another 14 hour day,Att Workk again 14 hours of day
342949,2015361308,alright! time to wind up! time to call it a day! another day another 8 hours of my life! wasted!,good! It's time to meet! It's time to call it one day! Another day still 8 hours of my life! wasted!
147948,1882967913,@StarEcoStation Missed karaoke to benefit Surdrider.  Pls advise next time. Thx!,@Starecostation missed the karaoke for the benefit of the overdrider. The PLS advise next time. Thx!
1544038,2181599032,"@BirkanTore Hi Birkan! Yes, fairies   What may I share about them?","@Birkantore hi birkan! Yes, fairies, what can I share about them?"
845462,1564233614,@ssedro Thanks for the feedback. We'll look into this and try to improve your StarHub experience,@Ssedro thank you for the comments. We will examine this and try to improve your Starhub experience
1420311,2058128355,@naughtyamos Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,@nauughtyamos get 100 subscribers per day using www.tweeteradder.com once you have added everyone you are on the train or pay VIP
566652,2206916301,I note the iTweetDeck does not 'do' Landscape  or FF or IGO.,"I note that itweetdeck does not ""do"" the landscape or FF or igo."
984443,1834384562,Wow! I'm the winner of the onlygizmos contest!,Wow! I am the winner of the onlygizmos competition!
1033166,1936083319,@weareholdfire http://twitpic.com/61r4b - Closer than Mole has ever got!!,@WeareHoldfire http://twitpic.com/61r4b - closer than Mole never had !!
970775,1828066130,Canï¿½t wait for the 3.0 update i hope it comes soon!!!,I cannot wait for the update 3.0 that I hope it will happen soon !!!
324208,2006032437,Oh no! Surgery.,Oh no! Operation.
1552904,2184507039,Its raining soooo hard. Cats and dogs and mouses. It feels good... warm rain  &lt;3,It's so hard. Cats and dogs and mouse. It feels good ... hot redhead & lt; 3
272977,1990307953,Being out of the office for 2 days last week means I have about 50 things to get through today,Be out of the office for 2 days last week means that I have about 50 things to go today
1106536,1971440321,@Dflat12 Daniel! I think you should teach me how to play piano,@ Dflat12 Daniel! I think you should teach me playing the piano
1000127,1879962727,"@lilyroseallen- i really like you...but you should quit the coke...you're so pretty and talented.. without the coke, you would be greAT! ","@ Lilyrosallen- I really love you ... but you should leave the coke ... you are so pretty and talented .. without the coke, you would be great!"
183188,1967359816,no one follows me  boo,No one follows me Boo
6327,1469384264,My throat feels like I swallowed a hot coal.,My throat feels like having swallowed a hot coal.
824206,1556170013,@STWBYF4 agreed! I can think of worse things to do on a saturday night than go through photos of a beautiful kitty.,@ Stwbyf4 okay! I can think of worse things to do a Saturday evening than going through photos of a beautiful kitty.
900134,1693978195,@akarshsimha: Started using the branch,@Akarshsimha: started to use the branch
1551133,2183932733,"@Wossy oh cool, when is your film 2009 series back on btw? I like your taste in films. BTw recovered from snogging TT yet(lucky you!) ","@Wossy oh cool, when is your 2009 film series on BTW? I like your taste in movies. BTW has recovered still from Snogging TT (lucky!)"
1185668,1982819350,Enya is truly the best inspirational musi to get u writing.,Eya is really the best inspiring music to make you write.
1051429,1961153593,Hum I wanna do something creative.but I do not know what..,"Hmm I want to do something creative, but I don't know what .."
9351,1548716595,its okay I don't mind. I dont ...no way. but I do,"That's okay, I don't mind. I ... no way. But I do"
590572,2217365854,"Just downloaded the excellent Bonnaroo Nine Inch Nails show... If only I'd known it would be that awesome, I would've been there ","I just downloaded the excellent Bonnaroo Nine Inch nail show ... if only I knew it would be great, I would have been there"
1468165,2064711812,wow beatiful day  cant wait until tomorrw,"Wow, a beautiful day is not looking forward to Tomorrw"
1578502,2189822008,"There ya go, Zoren... a spankin' new compressor! Now stop breaking down on me at wala na akong pera! ","It's going, Zoren ... a new spanking compressor! Now stop breaking down to Wala Na Akong Pera!"
821997,1554400465,@slinky1979   Hope you find something you like,@ SLINky1979 I hope you will find something you love
1139596,1976949046,"Not even a multi-million dollar artist can record and release a song on the radio in two days, but Weston can ","Not even an artist of several million dollars can record and release a song on the radio in two days, but Weston can"
41619,1675709776,@justashley  my head is pounding and I got a robot stalker... Hope ur day is better,@Justashley my head beats and I have a robot stalker ... I hope your day is better
709382,2257591812,@JenaGirl19 I am so sorry! I know how that goes!  Do you need anything?,@ Jenagirl19 I'm really sorry! I know how it goes! Do you need something?
1581632,2190210632,Things are looking better.,Things are better.
328770,2010868539,Evening tweeps. Gotta go finish my 10 pg paper tonight and tomorrow morning. did anybody watch my youtube vid?,Evening tweeps. I have to finish my 10 pg paper tonight and tomorrow morning. Has anyone watching my YouTube video?
1510117,2174908057,"@taylorswift13 Thank you sooo much for making music!  My friends make fun, but I don't care ","@ Taylorswift13 Thank you very much for making music! My friends laugh, but I don't care"
1583911,2190491507,I became a star wars fan,I became a Star Wars fan
55111,1684966431,@heidimontag I'm crying tonight,@heidimontag I'm crying tonight
1026728,1932328425,omg..this story is cutee.,Omg..ct this story is cute.
213575,1975035958,Y does he always call just when I think I'm over him,He always calls it right when I think I'm on him
1289198,2002583010,"@Mr_Pinniger thanks Rob, yes moodle is great, although i dont use it me'sen ","@Mr_pinniger thank you Rob, yes Moodle is great, even if I don't use it"
636206,2233848162,I do not know how to lead!,I don't know how to direct!
228892,1978359002,Those steaks made me sick... And so are those auto-followers,These steaks made me sick ... and these car suites
846158,1564349385,@moogyboobles We'd all like to be as hot as Miss Hawes!!  eeeeeexcited love that programme,@MoogyBoobles we would all like to be as hot as Miss Hawes !! Eeeeeeeexcited love this program
410348,2059854208,I tripped on the external hard drive cord and it fell on the floor and now the casing won't pop back into place.,I stumbled on the external hard drive cord and it fell on the ground and now the case does not come back in place.
234347,1979567198,"last day jones, before poynter comes out to play for 30 days!! and i so cant believe its a month tomoz... that i saw mcflyy!  i miss them.","Last day Jones, before Poynter comes out to play for 30 days !! And I can't believe it's a month Tomoz ... that I saw McFlyy! I miss them."
704673,2256121629,"Today, a defining moment for Iran. Tomorrow another Seacrest/Lohan dinner to shift the media attention to something more our speed. ","Today, a decisive moment for Iran. Tomorrow another Seacrest / Lohan dinner to move the attention of the media to something more our speed."
166960,1961498975,@marebear521 its open now??? Its so good!!! But didn't agree w/me,@ Marebear521 is it open now ??? It is so good!!! But does not agree with me
564267,2206154774,just cancelled my flights for my trip home tonight,I just canceled my flights for my return trip tonight
575017,2210805980,lonely...  and wanting summer NOW.,Sonile ... and want summer now.
1345899,2044114355,@PHZ_Sicks Congrats on the job!,@Phz_sick ​​Congratulations for work!
1255816,1997367408,"@valensarahi21  they are, but I luv watchin' them grow &amp; think 'bout when I was that small...teachin' &amp; luving them...","@ Valensarahi21 they are, but I watch them grow & amp; Think that when I was so small ... teacher '& amp; Luner ..."
1379961,2052184872,@lancearmstrong http://twitpic.com/6pr0l - Nice Pic. Big happy family,@Lancearmstrong http://twitpic.com/6pr0l - beautiful photo. Big Happy Family
1377125,2051842508,"If Social Media was a public office, @tosolini would be the Governer for WA state ","If social media was a public service, @tosolini would be the governor of the state of wa"
456727,2071360299,I do not like the smell of my shampoo...,I don't like the smell of my shampoo ...
263996,1986718742,so bummed that im missing the movie awards  stupid satellite company.,So disappointed that I miss the film Awards Stupid Satellite Company.
162083,1957467582,"@sweetavalanche lol yeah  haha. yeah, things are okay, pretty much the same. slowly sorting out everything lol. exams are coming D: haha","@Sweetavalanche lol yeah haha. Yeah, everything is fine, almost the same thing. Slowly sort all lol. The exams arrive d: haha"
166312,1961222939,"OK, my boo-boo: Daddy took his dental bridge-front tooth- out and forgot it on the table.  Uh-Oh, shiney plastic for me to chew! I sawwy ","OK, my Boo-Boo: Dad took its dental tooth with bridge and forgot it on the table. UH-OH, shiny plastic for me to chew! I saw"
283301,1992864796,how can any1 catch sum ova ere? I can only get a suntan in spain  2week t go yay x,How can someone catch the ova sum before? I can only get an sunburn in Spain 2 weeks t go yay x
217060,1975848576,@ticklemesavi I do have that effect on the ladies,@Ticklemesavi I have this effect on the ladies
369039,2049736166,"@W_Lewis tweetmygift.com Sorry not very good  have to sign up too, many website just to get a pdf damn!!!","@W_lewis tweetmygift.com Sorry, not very well, you have to register too, a lot of website just to get a damn PDF !!!"
1019773,1882250111,#votemcfly at musiqtone.com - make them stay at number one,#Votemcfly on Musiqtone.com - Make them stay at number one
1527094,2177133091,chicken curry with toasted baguette. not bad. curry was quite lemak.,Chicken curry with grilled wand. not bad. Curry was completely Lemak.
304824,1999835469,@OhYesSheModels I'm all out of those... my son had the last one.,@Ohyesshemodels I am completely out of these ... My son had the last.
751515,2286102962,I'm feeling sort of panicy. boo,I feel in a way panicked. hook
615098,2226152762,Making some betty crocker Complete meals. Soooooo hungry from last night's drunk night.,Make full meals from Betty Crocker. Soooooo is hungry from the drunk night last night.
10110,1550776310,"@mileycyrus Iï¿½d like to go to Madrid to see you but I think itï¿½s not possible   anyway, Iï¿½ll watch you on tuesday on &quot;El hormiguero&quot; ","@Milecyyrus iï¿½d I would like to go to Madrid to see you, but I think it is not possible anyway, I look at you on Tuesday on & quot; El Hormigueero & Quot;"
249567,1982996069,"@dougiemcfly There's nothing to do in SÃ£o Paulo, only in Rio. You should be here. ","@Dougiemcfly there is nothing to do in Sã £ o Paulo, only in Rio. You should be here."
823342,1555958929,today was amazin.,Today was amazing.
861986,1676784948,@davegray hehe! thanx for the retweets.,@DaveGray Hehe! Thanks for the retweets.
1329071,2015611863,Ready to conquer the world r u? Follow me lets do it !!!,"Ready to conquer the world R U? Follow me, let's do it !!!"
1414668,2057082119,@putasmileon that's a really good idea actually. what about demi? i'm seeing her,@putasmileon is a very good idea in fact. And half? I see her
615989,2226488870,Just had lunch. Oatmeal  &amp; peaches (yumi). I hate diets,I just have lunch. Oatmeal & amp; Fisheries (Yumi). I hate diets
1399203,2054206190,closet's cleaned. Gave away 4 pair of shoes....good deed done for the day,The cupboard is cleaned. Gave 4 pairs of shoes .... good action accomplished for the day
871349,1678633868,@NortyNicky awwww come on honey...dont say that my luv..ur not borin..im followin u sweetheart!! easy on urself babe!!  xxx,@Nortynicky awwws go darling ... Don't say that my luv..Ur no borin..im follows u my darling !! Easy on you baby !! xxx
895820,1692819087,@HarleyzWorld  Just describe the color to me and you got it... I can make anything,@Harleyzworld describe me just the color and you have it ... I can do anything
358206,2045165477,I am so not in a working mood right now,I'm not so much work mood right now
287415,1994209378,I pray for the people on flight 447! So sad,I pray for people in flight 447! So sad
180825,1966651951,Last day for the shoot of Ramona  Goodbye Canada.,Last day for the filming of Ramona Goodbye Canada.
6139,1469310891,So it snowed last night. Not enough to call in for a snow day at work though.,So he snowed last night. Not enough to call for a day of snow at work.
595305,2218734995,Why is it that one negative word is louder than 100 words of praise? I hate that I let myself get off balance so easily,Why is a negative word stronger than 100 words of praise? I hate that I let myself go out so easily
717428,2259999791,"hey guys check out my blog, and for once, comment! no one ever comments... ","Hey guys, consult my blog, and for once, comment! Nobody never comments ..."
804119,1468474415,@raytoro what colours your bed room -0 i  am rlly interested n my friends and i are haveing bets so what could u tell me please  thanx xx,@Raytoro what color your bedroom -0 I am interested in my friends and I have bets when you could tell me please thank you xx
1309863,2013162911,going to do a bit of reading,Go make a little reading
562717,2205736161,absent from WGSN seminar this morning because of a bloody cold...,Absent from the WGSN seminar this morning because of a bloody cold ...
628714,2231399595,http://twitpic.com/7rh7v - We found a stray pup but then his fam came to claim him  cutie though,"http://twitpic.com/7rh7v - We found a wandering puppy, but his family came to claim it cute"
32414,1564251110,has RJ to do,RJ to do
832251,1557568229,"@CCGAL Thanks for the support, Janelle! ","@Ccgal Thank you for the support, Janelle!"
692245,2252446670,@dostew375 - me too! Looks like no air show today!  good luck w/ the relay walk today! Tell everyone hi for me! Miss and love you!,@ dostew375 - Me too! It looks like no air show today! Good luck with the Relay Marche today! Tell everyone hello for me! Miss and I love you!
1154551,1978927108,Francis and her diaper   http://twitpic.com/6bls7,Francis and his layer http://twitpic.com/6bls7
1164638,1979778897,"@Scotscowgirl nice tent, but 140 minutes  We all bought those collapsable ones. 10 secs up, about 1min down. Brill for us lazy peeps!","@Scotscowgirl beautiful tent, but 140 minutes we all bought these efforts. 10 seconds at the top, about 1 minute. Brill for us lazy peeps!"
984053,1834349252,@BrianNeudorff Yikes.  Portable DVD Player I hope?,@Brianneudorff yikes. Portable DVD player I hope?
401048,2057568162,@joeymcintyre don't rub it in     i wanna be there!!!!!!!!!!!!!!!!!!! miss ya xx,@joeymcintyre do not rub in I want to be there !!!!!!!!!!!!!!!!!! Miss Ya XX
1365205,2049914385,@B_Coll yayyyyyyyy jus checkin...im teonn by da way,@B_Coll yayyyyyyy jus checkin ... im teonn by da way
529596,2195522124,What can I do besides study! XBl is down,What can I do in addition to studying! Xbl is down
1048689,1960193699,@Evroccck: not sure. I am still at the presentation by the HUD secretary and he said its been posted.,@EVROCCCK: Not sure. I am still presenting by the secretary of the HUD and he said that he had been displayed.
748927,2284738185,"@TrinityAnderson it's so hot, i think this is suppose to be the hottest week ","@Trinityanderson it's so hot, I think it's supposed to be the hottest week"
975673,1833546050,@whoariley Hahhaha! We'll see.  Lemme know haha.,@Whoariley hahhaha! We'll see. Lemma Know Haha.
706208,2256620329,@thelane Well done anyway. My numbers got Â£10 last week ...for my syndicate,@Thelane well done anyway. My numbers had £ 10 last week ... for my union
244919,1981884822,"Is wishin there was a way to just make a cold go away, not just cough syrup ","Is wishing that there was a way to make a cold disappear, not just syrup against cough"
160942,1957181030,"I can't wait till it's Sunday, a new episode of Supernatural but then there are only 6 episodes left now ","I can't wait until Sunday, a new episode of supernatural but there are only 6 episodes left now"
717189,2259922817,is fed up and wants to jump on a plane and fly homeeeeeeeeee,is fed up and wants to jump on an airplane and steal homeeeeeeeeee
301905,1998811644,@NancyDee_Online Why am I barely listening to your voice message today! It didnt register that u called!  we'll talk tomorrow!,@Nancydee_online why I barely listen to your voice message today! He did not record that you called! We will talk tomorrow!
708000,2257167560,Been back in the US back in the US back in the USA for a few days.. Fucking twitter app was broken  it's updated and fixed now..,"I’m back in the United States in the United States for a few days. Damn of Twitter application has been broken, it is updated and corrected now."
1055925,1962373919,my house is a circus!!!!!!!!,My house is a circus !!!!!!!!
1504571,2072206328,@CandaceLynn  okies,@Candacelynn okies
913935,1752748530,@SlainwithSatan glad he's leavin' got ALL my expensv shit outta his way...did i mention glad he's leavin'? *bust empty beer bttl on head,@Slainwithsatan happy that he left all my shit in his way ... Did I mention happy that he was Leavin? * BTTL empty beer on your head
1470630,2065074414,@caff350 ã?ãã?ã?¿,@ Caff350 à? Šã ‚„ ã? ™ ã? ¿
622168,2229094312,"@phillcardelli oh, eu tenho certeza que caiu teu msn ","@Phillcardelli oh, eu tenho certéa that caiu teu msn"
1485686,2067921600,@clevergirl42 re my &quot;zombie&quot; question - I had just woken up &amp; think I was still a zombie,@ Sleurgirl42 re my & quot; zombie & quot; Question - I had just woken up & amp; I think I was still a zombie
1250264,1996256301,"I'm here again,..But with little time! ","I'm here, ... but with a short time!"
1474621,2065766151,"@Helen_MT that would be sooo good, i'm still sitting next to you right? And we could also do the awards ","@Helen_mt it would be so good, I'm still sitting next to you, right? And we could also make the prices"
550189,2202850607,"Calibre looked pretty good there for a bit but it looks as if Stanza isn't very good at reading EPUB documents either  Ah, well.","Caliber looked pretty good there, but it seems that Stanza is not very good to read the EPUB documents either, well."
1001571,1880122732,@priskilluh you are wonderful,@Priskilluh you are wonderful
1528665,2177425065,@SonjaDiana I look like the Hulk.  Did you wear green today?,@Sonjadiana I look like Hulk. Have you worn green today?
1576179,2189499599,"Ever notice how the guys with Tweets to &quot;Add 10,000 New Followers!&quot; only have 150? ","I have always noticed how guys with tweets to ""add 10,000 new subscribers!"" Only 150?"
761321,2297192323,"@Spacefrog29 its my work lappy, i didnt pay for it, but its all my work! Im so cross  But get to pick a shiny new Insurance one lol","@ Spacefrog29 This is my work Lappy, I didn't pay it, but it's all my work! I'm so cross but can choose a new brilliant insurance a lol"
1116740,1973296572,@mzahmad I'll run a few extra for you. Headed to the gym... Drink alot of water. If all fails you know what to do.,"@Mzahmad I will run some supplements for you. Directed at the gymnasium ... Drink a lot of water. If everything fails, you know what to do."
894037,1692100080,@BishopGTS Reall? I lost another 5 lbs this week,@BiSHOPGTS REALL? I lost another 5 pounds this week
1347880,2044732271,http://twitpic.com/6ogrk - Bus station is also called a playground,http://twitpic.com/6ogrk - The bus station is also called a playground
274970,1990707756,@susestudio Hmm - My userid has stopped working,@SSUSTUDIO HMM - My user has stopped working
140152,1880967981,"ouuuuuuuuuuuuuuuuuuuuuuuuuuuuuuch. so much discomfort, why does this keep happening ","ouuuuuuuuuuuuuuuuuuuuuuuuch. So much discomfort, why does it continue"
1009808,1880936032,@SylviaLeatham When are we going to get serious and read some Dan Brown,@Sylvialatham When we get serious and read Dan Brown
1018126,1881962905,@b_moore Thanks for the #followfriday mention.,@B_Moore Thank you for the mention #FOLLOWFRIDAY.
374330,2051223363,"@JordanCondra i hope you didnt forget about me yet  i don't think you did, but i'm worried.","@Jordancondra I hope you haven't forgotten me yet, I don't think you've done it, but I'm worried."
351228,2018323870,"seaside follies tonight , ehhhhh! as well as revision ","Seaside Follies tonight, Ehhhhhh! as well as revision"
1001382,1880101931,listening to freestyle music  stevie b was the shittttt,Listening to Freestyle Stevie B music was Shittttt
1496383,2070127736,watching Mr. and Mrs. Smith... love this movie,Watch Mr. and Mrs. Smith ... I love this film
1073659,1966822432,@RobAlmanza come on over we'll watch it together,"@Robalmanza will come back, we will watch it together"
718984,2260460843,No more basketball   Guess baseball will have to do... ughh,More baseball supposition basketball will have to do ... UGHH
1041781,1957122998,"I love sitting around Jess' room just singing, talking and laughing ","I love sitting in Jess's room singing, speaks and laughing"
1144708,1977658603,I've used @surpass Hosting since freshman year!,I have used @Surpass accommodation since the first year!
19641,1556901221,"@Ollien33 OLIVER! Oh dear. A couple more friends came at around 11:30/midnight, it was a pity you'd left already.  Next time!","@ Ollien33 Oliver! Oh dear. Some more friends came around 11:30 am / midnight, it was a shame that you were already. The next time!"
1136360,1976597562,everyone have a peaceful....joyous evening!!!!  kat,Everyone has a peaceful evening .... Joyous !!!! kat
52258,1679377980,@IAMRIKO I'm soo late w/response. My godsis is graduating. I'm here in Ann Arbor right now! Then home to do work. No pampering for me,@IAMRIKO I am so late with answer. My Divaliennes are graduates. I'm here in Ann Arbor right now! Then at home to do work. No darling for me
232271,1979134464,"@Saz_xox :'] nothing much, i'm really bored  did you see bgt last night? x","@Saz_xox: '] Nothing good, I really get bored BGT last night? X"
1482864,2067354555,hurrah for lazy sundays! i want KD!,Hourra for lazy Sundays! I want KD!
1135060,1976442636,"Can't wait to get the kids in bed, snuggle up and watch a movie.  I'll probably fall asleep halfway through...  I usually do.  ","I can't wait to put the children in bed, snuggle up and watch a movie. I'm probably going to fall asleep halfway ... I usually do it."
1050941,1960961850,@crystak26 thanks for following,@ Crystak26 Thank you for the follow -up
1584876,2190610411,"@mileycyrus did u recorded it..? Btw, nice to meet you.. ","@Milecyyrus have you saved it ..? BTW, delighted to meet you."
1487646,2068316294,I am about to go out to eat at wow cafe in Hammond.,I am about to go out to eat at WOW CAFE in Hammond.
1009714,1880925451,@mang_rocky Oh yeah!! Max Lucado's the best. He's my all-time favorite author.  Grabe!!!,@mang_rocky oh yeah !! Max Lucado is the best. He is my favorite author of all time. Grab !!!
956486,1825240984,@clicktokill watch Monster Inc on 5 now!,@Clicktokill watch Monster Inc on 5 now!
1342891,2033877430,"@NellieBot Flock of parrots? I'll let you have a company, prattle or pandemonium of parrots but not flock! ","@Nelliebot Flock of Perits? I let you have a business, a talkative or a pandemonium of parrots but no herd!"
48459,1677881702,Excited!!!! Shame there not mine  http://twitpic.com/4ebfi,Excited!!!! Too bad there is no mine http://twitpic.com/4ebfi
1413145,2056789399,Off to the beach for the week!! Perfect timing to be soaking up the rays in the gulf,Outside the beach for the week !! Perfect timing to enjoy the shelves in the gulf
1318814,2014411799,"@Tyrese4Real You are so inspirational, I feel pretty damn inspired by you right now!Please can u give me a shoutout, will return favour ","@ Tyrese4real you are so inspiring, I feel rather inspired by you now! Please can you give me a shout, I will come back the favor"
1562143,2186765073,@Travo617 lmao im sorry. i get sidetracked on here and miss people's tweets. nothing against you pal,@ Travo617 lmao I'm sorry. I am diverted here and miss the tweets of people. Nothing against you my
1240773,1993861454,@swedal similar to a certain British telco that suggests you report broadband faults on their website when you call,@Swedal ​​similar to a certain British telecomnal which suggests you report large -band faults on their website when you call
1433734,2060509229,Im So Board Right Now.,I'm so on board right now.
250545,1983248758,@MissSarcastic pwease dont be sad  on a happier note i just came to the conclusion u're like the big lesbian sister i never had! BIG HUGS!,"@Missarcastic pwease do not be sad on a happier note, I just concluded that you are like the big lesbian sister that I never had! BIG HUGS!"
870365,1678361392,"@BillJacobs Yes, folks I follow can shell out quite a bit of &quot;mkting crap.&quot; Nice to see *some* become real peeps on Saturday ","@Billjacobs yes, the people I am can pay a lot of crap. ""Delighted to see * some * become real peeps on Saturday"
707354,2256974139,a hanger just fell and hit me in the face. man i suck at cleaning,A hanger just fell and hit me in the face. guy I suck for cleaning
428412,2063925123,"capeeeeeeeeek, push up muluuuuu di camp pringayu  untung udah ngga push up, tp camp sick","Capeeeeeek, Push up muluuuu di camp pringayu Nontung udah ngga Push up, TP Camp Malade"
1002278,1880195338,@kulit Maltese is cute. Flurry ones are my fav too.,@Kulit Maltese is cute. The burst is also my favorite.
1200500,1985507220,Hey @x17online Whitney is so cool!!   (X17Live live &gt; http://ustre.am/39qb),Hey @ x17online whitney is so cool !! (X17Live Live & GT; http://ustre.am/39qb)
1496762,2070192137,@lishiemcfly Good girl,@Slisiemcfly good girl
1441952,2061906323,wrapping my Hair up  i looked awesome 2day,"Wrapping my hair, I looked great for 2 days"
594914,2218639308,@getatmebench lol he does..,@Getatmebench lol he does it ..
580792,2214077153,"I hungryyyy, so hungryyyyyy  ...I dined with an ice cream","I have hungyyyy, if hungry ... I dinner with an ice cream"
893173,1691782839,full of desire,desire
88466,1754877343,Sundays are boring when you are single,Sundays are boring when you are single
992966,1835326347,Star Trek was amazingly good.  Go watch it if you can. Next up going to watch Terminator Salvation and hope it does not blow,Star Trek was incredibly good. Go watch it if you can. Then go look at the terminator's salvation and hope he doesn't breathe
339168,2014589656,"Didn't tweet the whole day.  Was supposed to go do POA with @tandeanne but was really tired, and I had other h/w to complete ","Did not tweeted all day. Was supposed to go and do poa with @tandaanne but I was really tired, and I had other h / w to finish"
1266108,1999587905,"@pschaefer oh phil, you're just full of answers ","@PSCHAEFER OH Phil, you are just lots of answers"
1465241,2064327613,#NationalCancerSurvivorDay and as a melanoma survivor--I'm happy to be around to celebrate it!  http://www.melanoma.org/,#Nationalcancersurvivorday and as a melanoma survivor - I am happy to be there to celebrate it! http://www.melanoma.org/
1116557,1973262782,is finally back in good ol' Singapore baby!  - http://tweet.sg,is finally back in the good old baby of Singapore! - http://tweet.sg
387662,2054061248,Playing with my pup before I go to work...he misses his mama,Playing with my puppy before going to work ... it's missing his mom
741008,2266143859,work on papa day,work on daddy's day
1509891,2174879259,I don't want to go to bed! I want to do something fun.,I don't want to go to bed! I want to do something fun.
168943,1962374307,"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-","The sun has just come out !!! Pray for me guys !!! Writing skills test no pass, no class, no graduate -.-"
76504,1695689912,wonders what's wrong with the program.. the compiling phase always failed...  http://plurk.com/p/rr5d3,Wonders what is wrong with the program. The compilation phase has always failed ... http://plurk.com/p/rr5d3
1013477,1881325886,@jillyustar they just left so i will let u know,@Jillyustar they left so I will let you know
1074827,1967043613,"Thesis making, accomplished! Yay! Waiting for December board. ","Make thesis, accomplished! Yay! Awaiting the December board of directors."
114333,1826242522,"oops, something in wordpress was consuming all available cpu on the server ","Oops, something in WordPress consumed all the processors available on the server"
266482,1989001965,i need help uploading my picture. twitter isnt being picture friendly,I need help to download my photo. Twitter is not friendly
555775,2204140487,"@psibreaker Hang in there, duderino!! Sucks, but I'm sure you'll be alright. Yeah, no sunshine for me today either... ","@Psibreaker hang on, Duderino !! Suck, but I'm sure you will be fine. Yeah, no sun for me today either ..."
407149,2059106304,@tommcfly Brazil... you said that,@Tommcfly Brazil ... you said that
1452463,2063143910,home from the casino. good day! i left with an extra $10 in my pocket and i found my reading glasses today,at the casino house. good day! I left with an additional $ 10 in my pocket and I found my reading glasses today
791022,2325832745,"They don't have a &quot;contact us&quot; section, just a whole load of useless FAQs. What a shitty week so far ","They do not have a ""contact us"" section, just an unnecessary FAQ load. What a week of shit so far"
446804,2068524594,"@portiswasp No worries man, Its hard to get anything done with the Apprentice on. Damn, what are we gonna do now for 10 months ","@Portiswasp No guy worries, it is difficult to do anything with the apprentice. Damn, what are we going to do for 10 months now"
